Artist,Title,Key,BPM,Genre
MUST DIE!,Bliss 2K,G min,150,Dubstep
Virus Syndicate,Head Top,D♯ min,150,Dubstep
Calcium,Mega Punch,E maj,75,Dubstep
HeRobust,WTF (feat. Mastadon),F maj,151,Dubstep
Gentlemens Club,Let U Go,G min,150,Dubstep
Space Laces,Phone Tap,A♯ min,140,Dubstep
Riot Ten,Los Pinches,E min,75,Dubstep
Avance,DESTROY ALL HUMANS,A♯ min,160,Dubstep
Diskirz,Axis,E maj,145,Dubstep
Dirty Audio,Quake,D min,150,Dubstep
Krimer,Bamboozle,F♯ min,150,Dubstep
Phiso,Sick Fuck,D♯ min,140,Dubstep
oddprophet,The Devil,D♯ min,145,Dubstep
Soltan,Face Slam,F♯ min,150,Dubstep
Kill The Noise,The Blood,E min,150,Dubstep
Mastadon,Death Pit,E min,72,Dubstep
Nitepunk,Golden Claws,A min,150,Dubstep
Phaseone,Insanity,D♯ min,150,Dubstep
Zomboy,Lone Wolf,F min,150,Dubstep
Hekler,Doom,A♯ min,74,Dubstep
Quix,Stronger (feat. Elanese),F min,150,Dubstep
Quix,Stronger (feat. Elanese),E min,150,Dubstep
Nazaar,Modern Hieroglyphics,E min,150,Dubstep
Ganja White Night,Headband,A min,145,Dubstep
Moody Good,SIXTYSIXTY,F♯ min,145,Dubstep
SampliFire,Pump It Up,E min,147,Dubstep
Zomboy,Born To Survive feat. rx Soul,F min,150,Dubstep
Barely Alive,Wack,A♯ min,150,Dubstep
Kompany,Firewall,D♯ min,150,Dubstep
HE$H,Hit a Lick,C min,145,Dubstep
Excision,Gold (Stupid Love) feat. Shallows,E♭ min,144,Dubstep
Stonebank,Drop Bombs,F♯ min,85,Dubstep
Avance,GRUDGE,E maj,140,Dubstep
DMVU,Trunk,F min,150,Dubstep
Hekler,Excommunicado,G♯ min,148,Dubstep
Phaseone,Break Em,D♯ maj,150,Dubstep
effin,Flood,C♯ min,150,Dubstep
effin,Hysteria,E min,150,Dubstep
Nazaar,Whiplash,E min,150,Dubstep
Snavs,Ghetto,F min,150,Dubstep
Illenium,Sound of Where'd U Go feat. Kerli,B min,90,Dubstep
Fox Stevenson,Miss You,B♭ min,87,Dubstep
Aweminus,Dope Fiendz,C min,145,Dubstep
Cup A' Joe,Giant Step,F min,142,Dubstep
6TH STREET,ASHES Ft. JETPVCK,F min,150,Dubstep
Xilent,The Darkness,F min,150,Dubstep
Phaseone,Digital Ft. Periphery (Spencer Sotelo),F maj,100,Dubstep
Phaseone,Ultima Ft. Bone Thugs-N-Harmony,E min,150,Dubstep
Conrank,Hey Zeus,F min,150,Dubstep
G-Rex,Ladi,D maj,145,Dubstep
Phaseone,Crash & Burn (Feat. Northlane),D♯ min,150,Dubstep
SampliFire,NOVISV,F maj,145,Dubstep
Sara Skinner,Welcome to the Jungle (feat. Sara Skinner),E min,150,Dubstep
Modestep,Nothing,F min,150,Dubstep
Lev3l,Impending Doom,E maj,145,Dubstep
Space Laces,Torque,E♭ maj,145,Dubstep
Gammer,THE DROP,E maj,150,Dubstep
Avance,UNDERWORLD,A♯ maj,73,Dubstep
Hekler,Bands,F maj,148,Dubstep
josh pan,W I C K E D,G min,150,Dubstep
1788-L,S Y N T H E T I K,E maj,110,Dubstep
Phaseone,Crash & Burn Ft. Northlane,D♯ min,150,Dubstep
Phaseone,We Are The Free Ft. Thy Art Is Murder,F maj,172,Dubstep
Phaseone,Mayday,B min,150,Dubstep
effin,Stressplate,F maj,203,Dubstep
NJ,Legacy feat. NJ,E min,150,Dubstep
Bro Safari,Blitz,F min,150,Dubstep
Shadient,Cyclone,A min,150,Dubstep
Zomboy,The Beast,B min,150,Dubstep
EmalKay,Fabrication,F min,150,Dubstep
Dubloadz,Necronomicon,A♯ min,145,Dubstep
Calcium,Comply,D♯ min,150,Dubstep
Calcium,Crusher,A min,150,Dubstep
Yellow Claw,Give It to Me,F♯ maj,150,Dubstep
Jkyl & Hyde,Broadcast,D♯ maj,144,Dubstep
Barely Alive,Bring That Back,D♯ min,150,Dubstep
Virus Syndicate,It's Over feat. Virus Syndicate,D♯ min,150,Dubstep
Calvin Harris,Giant,C♯ min,122,Dance
Sean Finn,The Rhythm of the Night,C min,126,Dance
A Touch Of Class,All Around The World (La La La),A min,125,Dance
EDX,Off The Grid,A min,124,Dance
Stefane,Now That The Party Is Jumping,D min,120,Dance
Hangover Boss,Hot,B min,118,Dance
Lookee,Looking 4 Something,C min,123,Dance
Dani Hageman,Hello,F maj,122,Dance
Aloe Blacc,SOS,G♯ maj,100,Dance
Hangover Boss,Dust,A min,122,Dance
The Chemical Brothers,Got To Keep On,B min,125,Dance
Laidback Luke,Oh Yes (Rockin' With The Best),G min,124,Dance
Calvin Harris,Giant,E maj,122,Dance
Brando,Body feat. brando,A♭ maj,122,Dance
Martin Solveig,All Day And Night,C♯ min,122,Dance
Modern Machines,Do It,A♯ min,126,Dance
Robin Schulz,Speechless (feat. Erika Sirola),C♯ maj,125,Dance
Lookee,Mama Say Mama Sa,G♭ min,122,Dance
Softmal,All Night Long,A♭ maj,120,Dance
Calvin Harris,One Kiss,A min,124,Dance
Gigi D'Agostino,In My Mind,E♭ min,126,Dance
Mike Williams,Wait For You (feat. Maia Wright),E maj,110,Dance
Jonas Blue,What I Like About You,A♯ min,124,Dance
Paul Woolford,You Already Know,A♯ min,125,Dance
Mark Ronson,Late Night Feelings,E min,117,Dance
Ofenbach,Rock It,D♯ min,122,Dance
Lookee,Somebody To Love,A maj,122,Dance
Macklemore,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),F min,114,Dance
Tiesto,Jackie Chan,G♭ maj,128,Dance
Diplo,Close To Me,E maj,126,Dance
Phantoms,Designs For You,A min,125,Dance
The Prince Karma,Later Bitches,C min,121,Dance
Modjo,Lady,B♭ min,126,Dance
Disclosure,Ultimatum,D min,118,Dance
Softmal,Celebrate Good Times,A♭ maj,122,Dance
Fedde Le Grand,Rhythm Of The Night,C min,125,Dance
Nile Rodgers,Summer Lover,G♯ maj,120,Dance
OneRepublic,Bones (feat. OneRepublic),C maj,126,Dance
Brandy,I Could Be Wrong,B♭ min,123,Dance
ARTY,Save Me Tonight,G♯ maj,126,Dance
Calvin Harris,Promises,D♭ maj,123,Dance
BLR,Don't You Love This Feeling,A♯ min,123,Dance
Armin van Buuren,Phone Down,A♯ min,105,Dance
George Ezra,Shotgun (The Wild Remix) [Extended Mix],F maj,123,Dance
Tiesto,BOOM,D min,123,Dance
Gabry Ponte,Monster,G♯ min,128,Dance
Calvin Harris,Giant,C♯ min,122,Dance
Marshmello,Happier,F maj,100,Dance
The Him,Found Me (feat. Maria Hazell),G maj,117,Dance
Joel Corry,Sorry,G♯ min,125,Dance
RUFUS DU SOL,Treat You Better,G♯ maj,124,Dance
Calvin Harris,Giant,C♯ min,126,Dance
Marshmello,Here With Me,D♯ maj,100,Dance
Nora En Pure,We Found Love (feat. Ashibah),A maj,122,Dance
Timmy Trumpet,Wassup (Listen to the Horns) feat. Chuck Roberts,D min,124,Dance
Wamdue Project,King Of My Castle,B♭ min,125,Dance
Rita Ora,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",A min,122,Dance
David Guetta,Say My Name (feat. Bebe Rexha & J Balvin),A♯ min,120,Dance
Ku De Ta,Move Ya Body (feat. Nikki Ambers),G♭ min,124,Dance
Bob Sinclar,"World Hold On feat. Steve Edwards, Vintage Culture, Dubdogz",A♭ min,123,Dance
Steve Aoki,Do It Again,E maj,124,Dance
Gamper & Dadoni,Bittersweet Symphony (feat. Emily Roberts),A maj,124,Dance
Kate Ryan,Gold,A maj,124,Dance
Gwen Mccrae,Funky Sensation,E min,118,Dance
Bruno Mars,Finesse,F min,124,Dance
Lil Nas X,Old Town Road,G♯ min,140,Dance
Joachim Pastor,Eiffel Powder,E maj,124,Dance
Le Boeuf,Mess With Me,E maj,123,Dance
Curbi,Spiritual (Mriya) [feat. Brooke Tomlinson],D♯ maj,128,Dance
Zack Martino,Mood,B maj,115,Dance
Khalid,Talk,A min,129,Dance
Sam Smith,Dancing With A Stranger,G♯ maj,112,Dance
Calvin Harris,Giant,C♯ min,126,Dance
Markus Schulz,The Dreamers,A min,132,Dance
Yves V,One Day (feat. ROZES),G♯ maj,122,Dance
Diplo,Electricity,C maj,124,Dance
Calvin Harris,One Kiss,A min,124,Dance
Axwell /\ Ingrosso,Dancing Alone,A♭ min,125,Dance
Jonas Blue,Rise,B♭ min,124,Dance
Madison Mars,Night Call (with Letters from Pluto),F♯ maj,126,Dance
David Guetta,Say My Name (feat. Bebe Rexha & J Balvin),A♯ min,128,Dance
Tommy Trash,Let Me Go feat. Daisy Guttridge,A maj,126,Dance
Stefane,I.O.U.,D min,121,Dance
ZHU,Mi Rumba,G min,120,Dance
Elderbrook,Old Friend,A♯ maj,122,Dance
El Profesor,Ce soir ? feat. Laura White,G min,123,Dance
Faithless,Insomnia,B min,127,Dance
Sigma,Here We Go Again,B maj,126,Dance
Diplo,Hold You Tight,A min,124,Dance
Majestic,I Wanna Be Down,F♯ min,122,Dance
Rob Black,Influencer feat. Big2 feat. Stepherd,A min,120,Dance
Yves V,No Regrets (feat. Krewella),A♯ min,90,Dance
ATB,Ecstasy,B maj,138,Dance
Calvin Harris,Promises,D♭ maj,123,Dance
Elderbrook,Sleepwalking,D♭ min,122,Dance
Nu Guinea,Je vulesse,E min,118,Dance
Tame Impala,Let It Happen,D♭ min,125,Dance
Softmal,Sexsuality,E♭ maj,120,Dance
Bassekou Kouyate,Jama Ko,D min,123,Dance
Voilaaa,On te l'avait dit,A min,126,Dance
Loopers,Feel It,F maj,128,Electro House
Lister,Pathways,E min,128,Electro House
John Christian,Uno,B min,128,Electro House
Seth Hills,Echo,F maj,126,Electro House
DoubleON,Whos In,F maj,128,Electro House
GODAMN,Kickers,A min,124,Electro House
Magnificence,Control,G min,125,Electro House
Garmiani,BARRACA (feat. MC Pikachu),F min,128,Electro House
Tiesto,My Whistle,F min,128,Electro House
Eliminate,Weeble Wobble,A min,126,Electro House
Breathe Carolina,All I Need,F♯ min,126,Electro House
Sophie Francis,Lose My Mind,B min,128,Electro House
Nina Suerte,Feel The Beat,D min,128,Electro House
Firebeatz,Bounce,F maj,126,Electro House
TV Noise,Lasers,A min,126,Electro House
KURA,MY Crew,C♯ min,128,Electro House
Tujamo,Candy On The Dancefloor,G min,126,Electro House
Anna Lunoe,Pressure feat. Anna Lunoe,D min,126,Electro House
David Guetta,Ring The Alarm,F maj,125,Electro House
Dillon Francis,EDM O' CLOCK,F maj,126,Electro House
Retrovision,House Beat,D♯ min,126,Electro House
Brohug,DatDatDat,D min,125,Electro House
Hugel,WTF (feat. Amber Van Day),B min,126,Electro House
Sikdope,Raindrops,E min,140,Electro House
HuPok,R u R u,F maj,128,Electro House
Chocolate Puma,Blackout,B♭ min,126,Electro House
Damien N-Drix,Flubber,D min,128,Electro House
Chocolate Puma,The Same Way,D min,126,Electro House
Stupid Goldfish,99 Problems,D min,124,Electro House
Mike Cervello,Rave Child,D min,130,Electro House
Jay Robinson,Nineteen81,F maj,124,Electro House
Marten Hørger,Redlight,A min,125,Electro House
JETFIRE,Danger Zone,D maj,128,Electro House
StrajGer,Body Shake,A min,126,Electro House
Gammer,Needed U,E min,130,Electro House
Stafford Brothers,Wolf,A min,126,Electro House
Justluke,Be the One,F maj,126,Electro House
NØ SIGNE,High,F min,126,Electro House
Roland Clark,Space Disco (feat. Roland Clark),B min,126,Electro House
Julian Jordan,Backfire,E min,126,Electro House
Mike Candys,Pump It Up,C min,128,Electro House
Tiesto,Jackie Chan,E♭ min,128,Electro House
FVR,Atmosphere,D min,132,Electro House
B!tch Be Cool,Make Your Booty Go feat. Chris Harnett and The Schmidt,E maj,125,Electro House
Malaa,Addiction (Jacknife Remix),F maj,105,Electro House
SixThema,Get Em Up,G maj,128,Electro House
Corey James,DNA,G min,125,Electro House
Luciana,Bring The Roof Down feat. Luciana,F maj,128,Electro House
Riot Ten,Up N Down,C min,128,Electro House
M CHIC,Check This Out,A min,128,Electro House
Russo,Retrology,F maj,128,Electro House
Magnificence,Lights,D♯ min,115,Electro House
Steff Da Campo,Gin & Vodka,F min,128,Electro House
Mike Williams,I Got You,F maj,126,Electro House
Steff Da Campo,Out Of My Mind,G maj,125,Electro House
Tujamo,Drop That Low (When I Dip),E♭ maj,126,Electro House
Blinders,Relieve,F min,128,Electro House
No Mana,Millenium Bug,A♯ min,128,Electro House
Dyro,Latency,F min,128,Electro House
Loopers,Game Over,F min,128,Electro House
Sikdope,Snakes,E maj,128,Electro House
Electrocado,Dsco Cnt,G min,128,Electro House
Hylaxy,Lights,F maj,128,Electro House
The Bloody Beetroots,Warp 2.0 (feat. Steve Aoki),G♯ min,130,Electro House
Marten Hørger,Redlight,F maj,125,Electro House
Daav One,Cobra,G♯ min,126,Electro House
Sunnery James & Ryan Marciano,Shameless feat. Mayra,F♯ min,126,Electro House
deadmau5,Polyphobia,F♯ min,128,Electro House
Brohug,Rush,D min,125,Electro House
Oomloud,Body Pop,E min,126,Electro House
Toby Green,Check This Out,F maj,125,Electro House
Grey,The Middle,E maj,128,Electro House
Tom Clayton,Into the Night,D maj,128,Electro House
Electrocado,Yulian Yay,G♯ maj,125,Electro House
Sam Pace,WHOA,E min,126,Electro House
TWISTERZ,Fake Love,G♯ min,126,Electro House
WA-FU,Pregame,E min,132,Electro House
KYANU,Work Hard,D min,125,Electro House
GTA,Break Your Neck,D♯ min,130,Electro House
KYANU,Work Hard,C min,124,Electro House
BIJOU,Memories,A min,128,Electro House
Pep & Rash,Guestlist (feat. Enlery),B min,125,Electro House
Deniz Koyu,Automatic,G min,126,Electro House
Asdek,Weirdo,D♯ min,124,Electro House
twoloud,Double Double,A♯ min,126,Electro House
Bassjackers,No Style,F maj,125,Electro House
TV Noise,Bring It Back,F maj,126,Electro House
Timmy Trumpet,Metaphor,G♯ min,138,Electro House
Tujamo,Get Up,F maj,126,Electro House
Swanky Tunes,Big Love To The Bass,F maj,125,Electro House
Pierce Fulton,Waiting For Tomorrow,F min,128,Electro House
Titus,Let It Rip,F min,125,Electro House
Toby Green,In Too Deep,E maj,124,Electro House
Laidback Luke,Milkshake (Better Than Yours),E min,124,Electro House
NONSENS,Make It Pop,D min,126,Electro House
Gustavo Mota,Like Dis,G♭ maj,126,Electro House
Alok,Fuego,D♭ min,122,Electro House
Garmiani,Fogo (feat. Julimar Santos),F min,128,Electro House
Booka Shade,Night Falls,A min,125,Electro House
Mr. Oizo,Flat Beat,D min,129,Electro House
Me & My Toothbrush,Be Alright,D min,124,Funky / Groove / Jackin' House
Agua sin gas by Antoine Clamaran,Dancin',D min,125,Funky / Groove / Jackin' House
Damon Hess,One More Time,D maj,123,Funky / Groove / Jackin' House
Richard Grey,YEAH,G min,122,Funky / Groove / Jackin' House
Antoine Clamaran,You Got The Love Feat. Jaren,D♯ min,125,Funky / Groove / Jackin' House
Dario Nunez,Think,A♯ maj,123,Funky / Groove / Jackin' House
Robbie Dox,BeMyne,D♯ min,123,Funky / Groove / Jackin' House
Richard Grey,No Diggity,F♯ min,122,Funky / Groove / Jackin' House
Luca Debonaire,Billy Drumz,F♯ min,128,Funky / Groove / Jackin' House
DCP,The King,A♯ maj,127,Funky / Groove / Jackin' House
Rockefeller,Pretty Baby,A♯ min,125,Funky / Groove / Jackin' House
Kideko,What Is It,A min,125,Funky / Groove / Jackin' House
Block & Crown,Check This!,F maj,125,Funky / Groove / Jackin' House
Sunnery James & Ryan Marciano,Yeke Yeke,G maj,128,Funky / Groove / Jackin' House
D.O.D,According To Me,D♯ maj,124,Funky / Groove / Jackin' House
Antoine Clamaran,I Wanna Give You,G min,125,Funky / Groove / Jackin' House
The Cube Guys,Da Party,D maj,126,Funky / Groove / Jackin' House
DJ PP,Be Good,D min,124,Funky / Groove / Jackin' House
Richard Grey,Everyday People,A min,122,Funky / Groove / Jackin' House
Luca Debonaire,Shackles (Praise You),G min,120,Funky / Groove / Jackin' House
Earth n Days,Jumpin',A min,123,Funky / Groove / Jackin' House
Simon Fava,La Celestina,B min,125,Funky / Groove / Jackin' House
Luca Debonaire,Like A G6,G min,125,Funky / Groove / Jackin' House
Kim Morgan,Ghetto Funk,F maj,126,Funky / Groove / Jackin' House
Andrea Laddo,SassoBasso,E min,125,Funky / Groove / Jackin' House
Me & My Toothbrush,Just a Little,D♯ min,122,Funky / Groove / Jackin' House
Julian The Angel,Another One Bites The Dust,F maj,125,Funky / Groove / Jackin' House
No Hopes,Grey & Black,A♯ min,124,Funky / Groove / Jackin' House
Gary Caos,Fly,G min,125,Funky / Groove / Jackin' House
Dylan Soares,El Caballero,D min,126,Funky / Groove / Jackin' House
SKIY,Flawless,D♯ min,125,Funky / Groove / Jackin' House
Back & EM PI,House Music Saved Me,F♯ min,125,Funky / Groove / Jackin' House
Julian The Angel,Sambapiano,B min,125,Funky / Groove / Jackin' House
Trace,East Soul,F maj,126,Funky / Groove / Jackin' House
Luca Debonaire,Pump Up The Jam,C min,124,Funky / Groove / Jackin' House
Luca Debonaire,Somebody Else's Guy,D♯ min,118,Funky / Groove / Jackin' House
Richard Grey,Jump,F♯ min,122,Funky / Groove / Jackin' House
Cat Dealers,Infinity,G min,125,Funky / Groove / Jackin' House
Mirko Boni,Conga,E min,126,Funky / Groove / Jackin' House
Mercer,Your Love,G♯ min,125,Funky / Groove / Jackin' House
Spendogg,Dancing Together,C min,125,Funky / Groove / Jackin' House
Anton Liss,See You Again,A min,124,Funky / Groove / Jackin' House
Block & Crown,Betty Never Sleeps,B min,124,Funky / Groove / Jackin' House
Jerome Robins,Groovejet (If This Ain't Love),A min,124,Funky / Groove / Jackin' House
Jose,Garage Bumpin,A min,126,Funky / Groove / Jackin' House
Block & Crown,Sexy Jazz,A maj,122,Funky / Groove / Jackin' House
Incognet,In My House,D♯ min,125,Funky / Groove / Jackin' House
Basement Jaxx,Bingo Bango,D♯ maj,124,Funky / Groove / Jackin' House
Watermat,Preach,F♯ maj,124,Funky / Groove / Jackin' House
Julian The Angel,Sun Is Shining,A♯ min,126,Funky / Groove / Jackin' House
Gary Caos,Street Player,D min,124,Funky / Groove / Jackin' House
Charles J,Do You Want,A min,122,Funky / Groove / Jackin' House
Scotty Boy,Phonky,C maj,123,Funky / Groove / Jackin' House
Block & Crown,Drop The Beat,A min,122,Funky / Groove / Jackin' House
Sharapov,Better With You,B♭ min,124,Funky / Groove / Jackin' House
Milk & Sugar,Let the Sun Shine,B min,123,Funky / Groove / Jackin' House
Luca Debonaire,"Yeke, Yeke",G min,125,Funky / Groove / Jackin' House
Crazibiza,Wackass,D♯ min,121,Funky / Groove / Jackin' House
VASSA,Like An Egyptian,A♭ min,125,Funky / Groove / Jackin' House
Eric Prydz,Call on Me,B♭ maj,126,Funky / Groove / Jackin' House
Simon Fava,La Colegiala,G min,125,Funky / Groove / Jackin' House
Dian Solo,Bang Bang,F min,124,Funky / Groove / Jackin' House
Dudu Capoeira,Macumbex,A♯ maj,124,Funky / Groove / Jackin' House
Novak,Sexy Groove,A min,125,Funky / Groove / Jackin' House
Aria,Party In Miami,A maj,125,Funky / Groove / Jackin' House
Dian Solo,Dance Little Sister,D♯ min,122,Funky / Groove / Jackin' House
Block & Crown,Push It Good,E min,127,Funky / Groove / Jackin' House
Block & Crown,Feel Galactic,G♭ maj,124,Funky / Groove / Jackin' House
Antoine Clamaran,Everybody Pumpin',F maj,126,Funky / Groove / Jackin' House
Kevin Andrews,Sometimes I Feel Like,F♯ min,125,Funky / Groove / Jackin' House
Da Funk Junkies,I Want More,A♯ min,125,Funky / Groove / Jackin' House
DJ Dan,Stand For This,A♯ min,124,Funky / Groove / Jackin' House
Mario Milano,Real House,A min,125,Funky / Groove / Jackin' House
David Guetta,Say My Name (feat. Bebe Rexha & J Balvin),A♯ maj,125,Funky / Groove / Jackin' House
Styline,DONT STOP,G min,126,Funky / Groove / Jackin' House
Oliver Heldens,Fire In My Soul,F♯ min,124,Funky / Groove / Jackin' House
Maurizio Basilotta,Gypsy Woman,D min,125,Funky / Groove / Jackin' House
Cedric Gervais,Do It Tonight,E min,125,Funky / Groove / Jackin' House
Nicola Fasano,Push The Feeling On,E♭ maj,125,Funky / Groove / Jackin' House
Luca Debonaire,Keep This Party Rockin',D min,126,Funky / Groove / Jackin' House
Leandro Da Silva,So Crazy,D min,125,Funky / Groove / Jackin' House
Siwell,Lick Up (feat. Sam Stray Wood),F♯ min,124,Funky / Groove / Jackin' House
Haipa,Rock Like A Champion,D min,124,Funky / Groove / Jackin' House
Scotty Boy,Level Up,D maj,123,Funky / Groove / Jackin' House
Gregor Salto,Feeling Wet,A maj,125,Funky / Groove / Jackin' House
Spdj,That's The Way,G♯ min,128,Funky / Groove / Jackin' House
Block & Crown,Pride (No Deeper Love),E min,124,Funky / Groove / Jackin' House
David Guetta,Drive feat. Delilah Montagu,F♯ min,126,Funky / Groove / Jackin' House
Kevin Andrews,La La La La Ley,C min,124,Funky / Groove / Jackin' House
Alex Guesta,Let The Sunshine In,A♯ min,125,Funky / Groove / Jackin' House
The Cube Guys,Hasta El Fin,A min,126,Funky / Groove / Jackin' House
Luke Db,Get Busy,D♯ min,126,Funky / Groove / Jackin' House
Incognet,Jacking,A min,125,Funky / Groove / Jackin' House
Luca Debonaire,How We Party,C min,123,Funky / Groove / Jackin' House
Crazibiza,Paradise,C min,126,Funky / Groove / Jackin' House
Charles J,Riders On The Storm,E min,122,Funky / Groove / Jackin' House
Starwoodz,Ibiza,A min,128,Funky / Groove / Jackin' House
Nick Holmes,Got Me Trippin,A min,125,Funky / Groove / Jackin' House
Block & Crown,Shined On Me,D♯ min,128,Funky / Groove / Jackin' House
Nicola Fasano,Own The Night,G maj,128,Funky / Groove / Jackin' House
Don Diablo,King Of My Castle,F maj,125,Future House
Don Diablo,Fever,E min,126,Future House
Mr. Belt & Wezol,One Thing,D♯ min,125,Future House
Zen/it,Wave,A♯ min,124,Future House
Lenno,This Groove,A♯ min,124,Future House
Lucas & Steve,Inception (Ultra Live Anthem 2019),D♯ min,128,Future House
Panic! At The Disco,High Hopes,F maj,126,Future House
Tiesto,Can't Get Enough,D min,126,Future House
Don Diablo,Brave,F♯ maj,123,Future House
Brooks,Better When You're Gone,E maj,128,Future House
Axwell,Nobody Else,D♯ min,124,Future House
Roland Clark,Children,F min,128,Future House
Tiesto,Grapevine,E♭ maj,124,Future House
Chic,Le Freak,A min,125,Future House
Merk & Kremont,Gucci Fendi Prada,G min,125,Future House
Mark Ronson,Nothing Breaks Like A Heart,G min,124,Future House
PBH & Jack Shizzle,Future Sound,F maj,126,Future House
Niels Van Gogh,Pulverturm,D♯ min,128,Future House
M-22,White Lies,B min,124,Future House
Deepend,If You Love Me,A min,126,Future House
Tiesto,Party Time,F maj,125,Future House
Zedd,365,D min,124,Future House
Retrovision,Get Down,G maj,128,Future House
La Fuente,So Fat,G♯ min,125,Future House
Don Diablo,Anthem (We Love House Music),A♭ min,126,Future House
Brooks,Like I Do,C min,128,Future House
Don Diablo,I Got Love feat. Nate Dogg,F min,123,Future House
Marshmello,Happier,F maj,126,Future House
Chris Lake,Turn off the Lights (feat. Alexis Roberts),E min,125,Future House
Tiesto,Can't Get Enough,D min,126,Future House
Zonderling,Tunnel Vision,F maj,126,Future House
Croatia Squad,Ven Pa Ca,F♯ min,122,Future House
Tchami,Adieu,B min,126,Future House
Flaremode,Another Level (feat. Hard Lights),A♯ min,128,Future House
Ellis,Need U Now,F♯ min,126,Future House
DLMT,One Drink,D min,124,Future House
Tiesto,Grapevine,D♯ min,126,Future House
Merk & Kremont,Sushi,G maj,124,Future House
SNBRN,Tits On A Tricycle,D maj,125,Future House
Swanky Tunes,U Got Me Burning,D min,125,Future House
R3hab,Fantasy,A maj,124,Future House
Calippo,Take Me Away,A maj,125,Future House
JLV,Cyber Heart,B min,124,Future House
Tujamo,Jook It (feat. Richie Loop),D♭ maj,126,Future House
Keanu Silva,Fine Day,G♭ min,125,Future House
Seizo,Oh Baby,F min,126,Future House
Anders,Love No More,A min,125,Future House
Jaded,Slippin',B min,126,Future House
Jonas Aden,I Dip You Dip,E maj,126,Future House
Lost Frequencies,Recognise feat. Flynn,A♯ min,123,Future House
Dustycloud,The Way,D min,128,Future House
Mesto,Wait Another Day,G♯ min,128,Future House
Don Diablo,No Good,F min,126,Future House
Avicii,Without You,B min,126,Future House
John Dahlback,Foundation,F♯ min,126,Future House
Joe Stone,Bug A Boo,G♯ min,122,Future House
Brooks,Dreamer,G♯ maj,128,Future House
Tiesto,Coming Home,C min,128,Future House
HI-LO,Renegade Mastah,A min,126,Future House
Salvatore Ganacci,Wasabi,A min,126,Future House
Jay Pryor,So What,F maj,124,Future House
Tom Novy,Your Body feat. Michael Marshall,A min,128,Future House
Damien N-Drix,Thumpin Like,B min,125,Future House
Fedde Le Grand,All Over The World,F♯ min,126,Future House
EDX,Who Cares,D♯ min,123,Future House
Tiesto,Jackie Chan,E♭ min,126,Future House
Big Pineapple,Another Chance (Don Diablo Edit),A min,126,Future House
Don Diablo,Momentum,A min,126,Future House
Mr. Belt & Wezol,Boogie Wonderland,D min,124,Future House
JYYE,Attention,A♯ min,126,Future House
Armin van Buuren,Don't Give Up On Me feat. Josh Cumbee,D♯ maj,118,Future House
MOGUAI,Faith,D maj,124,Future House
Torren Foot,Be Randy,A♭ maj,122,Future House
Chris Lake,Operator (Ring Ring) [feat. Dances With White Girls],A♭ maj,125,Future House
SNBRN,California feat. Kaleena Zanders,B♭ min,124,Future House
Cazztek,Came To Get Funky,F♯ min,124,Future House
KURA,Nothing Else Matters,F min,128,Future House
Quintino,Freak,B min,126,Future House
Steff Da Campo,September,D♯ min,126,Future House
Oliver Heldens,Gecko,G min,125,Future House
Stee Downes,Running from Yourself feat. Stee Downes,A♯ min,122,Future House
Lucas & Steve,Say Something,G♯ maj,126,Future House
Madison Mars,Mirai,E min,126,Future House
Botnek,Jack,A maj,126,Future House
Robin Schulz,Speechless (feat. Erika Sirola),C♯ maj,126,Future House
Stefflon Don,Alone,D min,124,Future House
Nora En Pure,Tears In Your Eyes,D maj,120,Future House
Throttle,Hit The Road Jack,G min,123,Future House
Sam Feldt,Show Me Love,C maj,121,Future House
Asketa,Bring The Funk Back,A min,126,Future House
Wax Motif,Bunda feat. Dances With White Girls,B♭ min,127,Future House
CID,Werk,F maj,125,Future House
Don Diablo,Cutting Shapes,A min,126,Future House
Martin Solveig,Intoxicated,A min,125,Future House
Watermat,Bullit,C maj,122,Future House
Croatia Squad,Café Brasil,B min,122,Future House
Moonl!te,Fool,G min,122,Future House
David Guetta,Ring The Alarm,F maj,126,Future House
Asketa,Real Love feat. Kyle Reynolds,C♯ maj,126,Future House
Moon Man,Gimme That Funk (feat. Moon Man),D min,126,Future House
Wiley,Boasty (feat. Idris Elba),A maj,128,Garage / Bassline / Grime
Shift K3Y,To The Floor,A min,128,Garage / Bassline / Grime
Nocturnal Sunshine,U&ME,C♯ min,132,Garage / Bassline / Grime
Byron Stingily,Sing feat. Byron Stingily,B min,128,Garage / Bassline / Grime
Greed,Enemy feat. Dread MC,F maj,130,Garage / Bassline / Grime
NuBass,Fuego,A min,130,Garage / Bassline / Grime
TS7,I Could Be The One,D♯ min,131,Garage / Bassline / Grime
Movement,263 Piratez,D min,135,Garage / Bassline / Grime
Sammy Virji,Shapes (Oh Will),C min,134,Garage / Bassline / Grime
Mind Of A Dragon,Special,B min,133,Garage / Bassline / Grime
Rico Tubbs,Borderline,B min,131,Garage / Bassline / Grime
Chris Lorenzo,Hallucinogen,B min,130,Garage / Bassline / Grime
MPH,Midnight,A min,130,Garage / Bassline / Grime
Majestic,I Wanna Be Down,F♯ min,130,Garage / Bassline / Grime
